,HMDB_ID,Metabolite,Gene,Database,Evidence
174,HMDB0001926,17a-Ethynylestradiol,ABCB1 / ABCB11 / ABCC2 / SLC10A1,HMDB,HMDB
175,HMDB0002111,Water,AQP1 / AQP10 / AQP2 / AQP3 / AQP4 / AQP5 / AQP6 / AQP7 / AQP8 / AQP9 / ATP7A / ATP7B,HMDB / TransportDB,HMDB / TransportDB
176,HMDB0002163,Trihydroxycoprostanoic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
177,HMDB0002174,Cobalamin,CUBN / GIF / TCN1 / TCN2,HMDB,HMDB
178,HMDB0002195,Varanic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
179,HMDB0002212,Arachidic acid,SLC27A1,HMDB,HMDB
180,HMDB0002259,Heptadecanoic acid,SLC27A1,HMDB,HMDB
181,HMDB0002329,Oxalic acid,SLCO2B1,HMDB,HMDB
182,HMDB0002430,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
183,HMDB0002497,Glycochenodeoxycholate-3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
184,HMDB0002504,3-Sulfodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
185,HMDB0002586,Chenodeoxycholic acid 3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
186,HMDB0002642,Ursodeoxycholic acid 3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
187,HMDB0013839,N-Desmethylaminopyrine,SLC22A6,HMDB,HMDB
188,HMDB0013840,3-Hydroxymethylantipyrine,SLC22A6,HMDB,HMDB
189,HMDB0013842,O-Deethylated candesartan,ABCB1,HMDB,HMDB
190,HMDB0013846,E-3179,ABCB1 / SLC22A6,HMDB,HMDB
191,HMDB0013848,4-Hydroxyvalsartan,SLCO1B1 / SLCO1B3,HMDB,HMDB
192,HMDB0013856,4-Hydroxycyclophosphamide,ABCB1,HMDB,HMDB
193,HMDB0013862,N-desmethylimatinib,ABCB1 / ABCG2 / SLC22A1 / SLC22A2,HMDB,HMDB
194,HMDB0013866,N-Desmethyltamoxifen,ABCB1 / ABCB11 / ABCG2,HMDB,HMDB
195,HMDB0013895,"3',4'-Dihydrodiol",ABCB1 / ABCC2 / SLCO1C1,HMDB,HMDB
196,HMDB0013897,4-ene-Valproic acid,SLC16A1 / SLC22A5 / SLC22A6 / SLC22A7,HMDB,HMDB
197,HMDB0013919,N-Desmethyleletriptan,ABCB1,HMDB,HMDB
198,HMDB0013946,8-Hydroxycarvedilol,ABCB1,HMDB,HMDB
199,HMDB0013961,O-Desmethylverapamil (D-702),ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCC4 / ABCG2 / SLC22A1 / SLC22A4 / SLC22A5 / SLC6A4 / SLCO1A2 / SLCO1B1,HMDB,HMDB
200,HMDB0013974,4'-Hydroxydiclofenac,ABCB1 / ABCC1 / ABCC4 / SLC22A11 / SLC22A6 / SLCO1C1,HMDB,HMDB
201,HMDB0013989,O-Desmethylnaproxen,SLC22A6 / SLCO1A2,HMDB,HMDB
202,HMDB0013995,Hydroxycelecoxib,ABCC4,HMDB,HMDB
203,HMDB0014008,Hydroxylansoprazole,ABCB1 / ABCG2,HMDB,HMDB
204,HMDB0014010,5-Hydroxyomeprazole,ABCB1 / ABCC3 / ABCG2,HMDB,HMDB
205,HMDB0014021,N-Desmethylcitalopram,ABCB1 / SLC6A4,HMDB,HMDB
206,HMDB0014024,2-Hydroxychlorpropamide,ABCB1 / SLC15A1 / SLC15A2 / SLC22A6,HMDB,HMDB
207,HMDB0014096,5'-Hydroxypiroxicam,SLC22A11 / SLC22A6,HMDB,HMDB
208,HMDB0015039,Ethacrynic acid,SLC12A1 / SLC22A6,HMDB,HMDB
209,HMDB0015570,Fusidic Acid,ABCB11 / ABCC2,HMDB,HMDB
210,Unknown,Chloride/bicarbonate anion exchange,SLC4A1 / SLC4A2 / SLC4A3 / SLC4A9,TransportDB,TransportDB
211,Unknown,Sodium/calcium/potassium exchange,SLC24A1 / SLC24A2 / SLC24A3 / SLC24A4 / SLC24A5,TransportDB,TransportDB
212,Unknown,Sodium/calcium exchange,SLC8A1 / SLC8A2 / SLC8A3,TransportDB,TransportDB
213,Unknown,Chloride,CLCN1 / CLCN2 / CLCN3 / CLCN4 / CLCN5 / CLCNKA / CLCNKB / SLC12A3,RESOLUTE / TransportDB,RESOLUTE / TransportDB
214,Unknown,Sodium/nucleoside symport,SLC28A1 / SLC28A2,TransportDB,TransportDB
215,Unknown,Sodium/hydrogen exchange,SLC9A1 / SLC9A2 / SLC9A3 / SLC9A4 / SLC9A5,TransportDB,TransportDB
216,Unknown,Nucleoside,SLC29A4,TransportDB,TransportDB
217,Unknown,Neurotransmitter,SLC6A17 / SLC6A18 / SLC6A5 / SLC6A7 / SLC6A9,TransportDB,TransportDB
218,Unknown,Sodium-dependent phosphate transport,SLC34A1 / SLC34A2 / SLC34A3,TransportDB,TransportDB
219,Unknown,Anion exchange,SLC26A1 / SLC26A11 / SLC26A2 / SLC26A3 / SLC26A4 / SLC26A5 / SLC26A6 / SLC26A7 / SLC26A8 / SLC26A9,TransportDB,TransportDB
220,Unknown,Calcium release-activated calcium transport,ORAI1 / ORAI2 / ORAI3,TransportDB,TransportDB
221,Unknown,Amiloride-sensitive sodium transport,SCNN1A / SCNN1B / SCNN1G,TransportDB,TransportDB
222,Unknown,Myoinositol,SLC2A13 / SLC5A11,RESOLUTE,RESOLUTE
223,Unknown,Borate,SLC4A11,RESOLUTE,RESOLUTE
224,Unknown,Sodium/D-Glucose cotransport,SLC5A2,RESOLUTE,RESOLUTE
225,Unknown,Sulfate,SLC13A1 / SLC13A4,RESOLUTE,RESOLUTE
226,Unknown,Selenate,SLC13A1,RESOLUTE,RESOLUTE
227,Unknown,Succinate,SLC13A2 / SLC13A3 / SLC16A5,RESOLUTE,RESOLUTE
228,Unknown,Fumarate,SLC13A2 / SLC13A3,RESOLUTE,RESOLUTE
229,Unknown,Malate,SLC13A2 / SLC13A3,RESOLUTE,RESOLUTE
230,Unknown,Citrate,SLC13A2 / SLC13A3,RESOLUTE,RESOLUTE
231,Unknown,ATP,SLC17A3,RESOLUTE,RESOLUTE
232,Unknown,Propionyl-L-Carnitine,SLC22A8,RESOLUTE,RESOLUTE
233,Unknown,Urate,SLC22A12,RESOLUTE,RESOLUTE
234,Unknown,Vitamin C,SLC23A1 / SLC23A2,RESOLUTE,RESOLUTE
235,Unknown,Long-chain fatty acid,SLC27A3 / SLC27A4 / SLC27A6,RESOLUTE,RESOLUTE
236,Unknown,Nucleobases,SLC43A3,RESOLUTE,RESOLUTE
237,Unknown,Organic cation,SLC47A1 / SLC47A2,RESOLUTE,RESOLUTE
238,Unknown,Bile acid,SLC51A / SLC51B,RESOLUTE,RESOLUTE
239,Unknown,Lysophosphatidylcholine,MFSD2A,RESOLUTE,RESOLUTE
240,Unknown,Ammonium,RHAG / RHBG / RHCG,RESOLUTE,RESOLUTE
